学员 ID,学员姓名,课程类别,课程名称,报名节数/期数,单价（元/节/期）,缴费总额（元）,缴费日期,学员所在城市,缴费方式,课程状态
STU12624,蒋秀荣,少儿游泳,少儿自由泳提高班,20,95,1900,2025-10-22,上海,分期,已结课
STU12625,李成,考级课程,等级考试预备班,15,102,1530,2025-09-09,北京,支付宝,已开课
STU12626,邓楠,亲子游泳,亲子启蒙班,25,107,2675,2026-01-06,上海,分期,已结课
STU12627,黎建平,集训课程,考前集中训练营,1,3098,3098,2026-02-09,成都,支付宝,已结课
STU12628,刘飞,私教课程,一对一私教课,42,146,6132,2025-11-12,武汉,分期,已开课
STU12629,刘燕,私教课程,一对一私教课,50,110,5500,2025-11-27,深圳,银行卡,已结课
STU12630,侯冬梅,集训课程,暑期集训营,1,2467,2467,2026-01-21,西安,现金,已结课
STU12631,郑晶,少儿游泳,少儿蝶泳精英班,18,199,3582,2025-09-15,深圳,现金,已报名
STU12632,张红,亲子游泳,亲子启蒙班,37,87,3219,2026-01-10,上海,分期,已结课
STU12633,侯旭,成人游泳,成人自由泳速成班,22,232,5104,2026-01-29,成都,银行卡,已结课
STU12634,李梅,少儿游泳,少儿自由泳提高班,41,166,6806,2025-09-11,武汉,现金,已结课
STU12635,陈红梅,少儿游泳,少儿蛙泳基础班,21,153,3213,2026-02-20,西安,银行卡,已结课
STU12636,孟欣,亲子游泳,亲子启蒙班,10,123,1230,2026-02-19,杭州,支付宝,已结课
STU12637,梁勇,成人游泳,成人自由泳速成班,35,127,4445,2025-10-02,成都,分期,已报名
STU12638,周利,亲子游泳,亲子水上游戏课,45,170,7650,2025-11-06,成都,现金,已报名
STU12639,丁桂荣,亲子游泳,亲子技能提升班,14,191,2674,2025-10-01,深圳,分期,已结课
STU12640,唐荣,私教课程,一对二私教课,15,162,2430,2025-12-14,杭州,支付宝,已开课
STU12641,张强,少儿游泳,少儿蝶泳精英班,10,135,1350,2025-09-12,西安,银行卡,已结课
STU12642,刘琳,成人游泳,成人水中健身课,23,108,2484,2025-10-27,重庆,支付宝,已开课
STU12643,俞志强,私教课程,一对一私教课,24,86,2064,2025-12-18,重庆,微信支付,已结课
STU12644,李玉,私教课程,一对二私教课,12,117,1404,2025-09-19,成都,现金,已结课
STU12645,樊旭,集训课程,考前集中训练营,3,2095,6285,2025-11-02,深圳,分期,已结课
STU12646,许艳,成人游泳,成人水中健身课,45,103,4635,2025-09-05,上海,银行卡,已退费
STU12647,胡丹丹,亲子游泳,亲子技能提升班,19,205,3895,2026-01-28,成都,微信支付,已开课
STU12648,彭博,成人游泳,成人水中健身课,30,108,3240,2025-09-20,武汉,现金,已开课
STU12649,滕岩,少儿游泳,少儿自由泳提高班,24,231,5544,2026-01-23,武汉,分期,已报名
STU12650,王颖,私教课程,一对三私教课,19,176,3344,2026-02-11,北京,分期,已结课
STU12651,孙旭,成人游泳,成人减脂游泳班,11,119,1309,2025-11-14,成都,银行卡,已结课
STU12652,李阳,亲子游泳,亲子水上游戏课,39,116,4524,2025-12-23,上海,微信支付,已结课
STU12653,宗云,少儿游泳,少儿蝶泳精英班,17,172,2924,2025-11-07,武汉,分期,已退费
STU12654,邓淑珍,成人游泳,成人减脂游泳班,13,135,1755,2025-11-18,深圳,分期,已报名
STU12655,覃桂珍,成人游泳,成人减脂游泳班,28,98,2744,2026-01-07,南京,现金,已结课
STU12656,赵雪梅,亲子游泳,亲子启蒙班,20,224,4480,2025-11-06,成都,分期,已结课
STU12657,石英,成人游泳,成人减脂游泳班,21,222,4662,2025-11-16,北京,现金,已结课
STU12658,戴桂英,私教课程,一对二私教课,10,194,1940,2025-12-06,深圳,支付宝,已结课
STU12659,马楠,少儿游泳,少儿自由泳提高班,31,133,4123,2025-12-12,武汉,现金,已结课
STU12660,郝志强,私教课程,一对二私教课,23,215,4945,2026-01-08,武汉,分期,已报名
STU12661,奚秀梅,集训课程,暑期集训营,2,2558,5116,2026-01-12,成都,分期,已结课
STU12662,王燕,成人游泳,成人蛙泳入门班,31,174,5394,2025-11-06,北京,银行卡,已结课
STU12663,王凯,集训课程,寒假集训营,2,1909,3818,2025-09-22,南京,分期,已结课
STU12664,陈杨,亲子游泳,亲子技能提升班,10,160,1600,2026-02-15,南京,现金,已结课
STU12665,薛杰,集训课程,考前集中训练营,3,2719,8157,2026-01-06,南京,银行卡,已开课
STU12666,陈勇,亲子游泳,亲子启蒙班,47,87,4089,2026-01-13,杭州,支付宝,已结课
STU12667,王玉梅,亲子游泳,亲子互动班,35,113,3955,2025-10-23,广州,微信支付,已结课
STU12668,仇帅,成人游泳,成人自由泳速成班,40,106,4240,2025-09-20,武汉,银行卡,已结课
STU12669,李军,亲子游泳,亲子水上游戏课,48,110,5280,2025-09-28,成都,支付宝,已报名
STU12670,刘健,私教课程,一对二私教课,49,219,10731,2025-11-13,杭州,分期,已结课
STU12671,魏洁,考级课程,一级考级冲刺班,12,175,2100,2025-09-27,成都,分期,已报名
STU12672,李慧,考级课程,一级考级冲刺班,21,87,1827,2025-12-15,重庆,分期,已报名
STU12673,潘兰英,私教课程,一对二私教课,35,148,5180,2025-09-20,北京,现金,已结课
STU12674,刘桂荣,少儿游泳,少儿蝶泳精英班,39,84,3276,2025-09-21,成都,支付宝,已结课
STU12675,曾婷婷,少儿游泳,少儿仰泳专项班,10,88,880,2025-10-21,深圳,支付宝,已结课
STU12676,陈萍,亲子游泳,亲子互动班,26,151,3926,2025-10-28,上海,现金,已开课
STU12677,莫建,私教课程,私教包月套餐,37,141,5217,2025-09-02,西安,支付宝,已退费
STU12678,戴晶,少儿游泳,少儿蝶泳精英班,30,146,4380,2026-02-05,重庆,分期,已开课
STU12679,杨金凤,集训课程,寒假集训营,3,2738,8214,2025-12-28,广州,现金,已开课
STU12680,刘丽华,少儿游泳,少儿自由泳提高班,46,110,5060,2025-10-27,南京,微信支付,已开课
STU12681,樊淑华,考级课程,三级考级集训班,13,112,1456,2025-12-17,武汉,现金,已结课
STU12682,张凤英,成人游泳,成人减脂游泳班,20,221,4420,2025-12-01,深圳,分期,已结课
STU12683,王霞,考级课程,二级考级专项班,11,195,2145,2026-01-08,西安,现金,已开课
STU12684,李丽华,少儿游泳,少儿蝶泳精英班,41,173,7093,2025-09-06,广州,微信支付,已结课
STU12685,韩桂芝,集训课程,暑期集训营,3,3465,10395,2025-10-14,重庆,微信支付,已开课
STU12686,李玉,少儿游泳,少儿仰泳专项班,29,140,4060,2025-11-11,杭州,分期,已结课
STU12687,孙桂香,少儿游泳,少儿自由泳提高班,21,120,2520,2025-10-20,深圳,支付宝,已开课
STU12688,王淑英,成人游泳,成人自由泳速成班,32,97,3104,2026-02-14,南京,银行卡,已结课
STU12689,刘淑华,少儿游泳,少儿蛙泳基础班,49,137,6713,2025-11-12,南京,微信支付,已开课
STU12690,杨俊,亲子游泳,亲子技能提升班,23,239,5497,2025-11-02,深圳,支付宝,已开课
STU12691,单雪,成人游泳,成人减脂游泳班,20,231,4620,2025-09-02,西安,微信支付,已开课
STU12692,胡峰,集训课程,寒假集训营,1,1758,1758,2025-11-08,杭州,微信支付,已开课
STU12693,张淑珍,考级课程,等级考试预备班,38,165,6270,2025-12-10,南京,分期,已结课
STU12694,李瑞,成人游泳,成人蛙泳入门班,17,116,1972,2026-01-06,成都,支付宝,已报名
STU12695,李华,亲子游泳,亲子技能提升班,47,175,8225,2025-09-17,北京,现金,已开课
STU12696,温颖,私教课程,一对一私教课,46,132,6072,2025-11-27,重庆,微信支付,已结课
STU12697,柯建国,成人游泳,成人减脂游泳班,38,99,3762,2025-09-26,武汉,银行卡,已开课
STU12698,庄秀兰,亲子游泳,亲子互动班,37,150,5550,2025-10-09,西安,现金,已开课
STU12699,张淑珍,少儿游泳,少儿自由泳提高班,11,238,2618,2025-12-24,深圳,微信支付,已报名
STU12700,高洋,考级课程,一级考级冲刺班,44,148,6512,2025-10-06,杭州,微信支付,已开课
STU12701,康伟,集训课程,暑期集训营,1,2224,2224,2025-11-24,南京,微信支付,已开课
STU12702,栾彬,私教课程,一对二私教课,18,105,1890,2025-09-27,杭州,支付宝,已结课
STU12703,高佳,少儿游泳,少儿蝶泳精英班,41,231,9471,2025-10-06,杭州,现金,已结课
STU12704,刘桂芝,成人游泳,成人水中健身课,26,113,2938,2025-09-24,西安,分期,已开课
STU12705,李淑英,私教课程,一对三私教课,44,108,4752,2025-09-02,杭州,分期,已结课
STU12706,刘华,少儿游泳,少儿蝶泳精英班,41,242,9922,2026-01-26,深圳,支付宝,已结课
STU12707,王鑫,成人游泳,成人减脂游泳班,32,104,3328,2026-02-06,北京,支付宝,已开课
STU12708,韩帅,集训课程,国庆集训班,2,2063,4126,2025-11-25,西安,银行卡,已结课
STU12709,邹兰英,考级课程,一级考级冲刺班,44,123,5412,2025-11-22,成都,现金,已报名
STU12710,贾波,成人游泳,成人蛙泳入门班,42,148,6216,2025-10-03,重庆,支付宝,已开课
STU12711,孙波,成人游泳,成人水中健身课,33,100,3300,2025-12-10,广州,分期,已开课
STU12712,阮成,成人游泳,成人水中健身课,10,107,1070,2025-11-30,成都,支付宝,已结课
STU12713,谢建华,私教课程,私教包月套餐,21,221,4641,2026-01-29,杭州,支付宝,已结课
STU12714,朱想,少儿游泳,少儿自由泳提高班,20,142,2840,2025-09-23,杭州,分期,已结课
STU12715,杜华,考级课程,等级考试预备班,10,235,2350,2025-12-16,成都,支付宝,已结课
STU12716,孟丽华,亲子游泳,亲子启蒙班,18,184,3312,2025-11-07,南京,微信支付,已退费
STU12717,丁凤兰,私教课程,私教包月套餐,22,127,2794,2026-02-13,北京,微信支付,已结课
STU12718,符亮,考级课程,等级考试预备班,13,101,1313,2025-11-02,南京,支付宝,已结课
STU12719,陈凤英,成人游泳,成人自由泳速成班,20,156,3120,2025-09-24,上海,分期,已开课
STU12720,熊桂珍,少儿游泳,少儿蛙泳基础班,36,85,3060,2025-10-07,武汉,现金,已结课
STU12721,王东,私教课程,私教包月套餐,27,182,4914,2026-02-23,成都,微信支付,已结课
STU12722,叶秀荣,亲子游泳,亲子互动班,35,152,5320,2026-01-13,南京,微信支付,已报名
STU12723,熊文,私教课程,一对二私教课,39,124,4836,2025-12-18,上海,现金,已结课
STU12724,马旭,集训课程,寒假集训营,1,2878,2878,2025-10-21,成都,微信支付,已报名
STU12725,沈想,考级课程,二级考级专项班,28,103,2884,2025-11-16,广州,支付宝,已结课
STU12726,岳桂珍,亲子游泳,亲子技能提升班,27,153,4131,2025-10-21,武汉,支付宝,已结课
STU12727,彭柳,集训课程,考前集中训练营,3,2241,6723,2025-12-17,北京,现金,已结课
STU12728,牛淑英,成人游泳,成人水中健身课,48,154,7392,2025-09-12,杭州,现金,已结课
STU12729,梁琳,亲子游泳,亲子技能提升班,31,105,3255,2025-12-22,北京,微信支付,已结课
STU12730,顾荣,亲子游泳,亲子互动班,21,156,3276,2025-09-11,广州,银行卡,已结课
STU12731,穆飞,亲子游泳,亲子技能提升班,27,148,3996,2025-10-14,深圳,银行卡,已开课
STU12732,李颖,私教课程,一对二私教课,42,179,7518,2025-12-24,重庆,微信支付,已开课
STU12733,林雪梅,私教课程,一对三私教课,24,176,4224,2025-10-06,成都,分期,已结课
STU12734,汤玉华,私教课程,私教包月套餐,21,130,2730,2026-02-28,杭州,微信支付,已结课
STU12735,张萍,少儿游泳,少儿仰泳专项班,24,208,4992,2026-02-08,南京,现金,已结课
STU12736,马海燕,私教课程,一对二私教课,15,180,2700,2025-10-31,南京,分期,已结课
STU12737,刘东,少儿游泳,少儿自由泳提高班,40,216,8640,2025-12-19,北京,银行卡,已结课
STU12738,路兰英,集训课程,考前集中训练营,3,1692,5076,2025-12-26,西安,分期,已开课
STU12739,苏兵,成人游泳,成人减脂游泳班,13,181,2353,2025-09-22,西安,现金,已结课
STU12740,王刚,私教课程,私教包月套餐,26,186,4836,2025-10-04,成都,支付宝,已结课
STU12741,牟莹,少儿游泳,少儿仰泳专项班,29,102,2958,2026-01-11,重庆,分期,已报名
STU12742,方峰,少儿游泳,少儿自由泳提高班,38,201,7638,2025-10-13,重庆,微信支付,已报名
STU12743,鲁欢,考级课程,二级考级专项班,31,90,2790,2026-02-14,西安,现金,已报名
STU12744,梁丽丽,成人游泳,成人水中健身课,36,189,6804,2025-10-29,深圳,现金,已开课
STU12745,王玉华,亲子游泳,亲子互动班,23,86,1978,2026-02-13,武汉,支付宝,已报名
STU12746,何建华,亲子游泳,亲子水上游戏课,17,220,3740,2025-10-17,广州,现金,已结课
STU12747,曾鹏,亲子游泳,亲子技能提升班,15,237,3555,2025-12-25,西安,分期,已结课
STU12748,霍宇,成人游泳,成人水中健身课,48,91,4368,2025-10-23,重庆,现金,已开课
STU12749,邢宁,集训课程,寒假集训营,3,2554,7662,2026-01-07,武汉,现金,已报名
STU12750,刘雷,私教课程,一对三私教课,11,243,2673,2025-10-06,广州,微信支付,已结课
STU12751,罗成,少儿游泳,少儿仰泳专项班,45,188,8460,2025-09-20,西安,现金,已结课
STU12752,杨兵,亲子游泳,亲子启蒙班,36,180,6480,2025-09-16,上海,现金,已结课
STU12753,高莉,考级课程,等级考试预备班,40,129,5160,2026-01-27,重庆,支付宝,已结课
STU12754,廖辉,考级课程,等级考试预备班,46,217,9982,2026-01-04,上海,分期,已开课
STU12755,袁丹丹,集训课程,国庆集训班,1,3082,3082,2025-12-28,上海,现金,已结课
STU12756,易勇,少儿游泳,少儿蝶泳精英班,29,236,6844,2025-12-13,重庆,银行卡,已开课
STU12757,孙娟,成人游泳,成人自由泳速成班,15,140,2100,2025-11-17,重庆,微信支付,已报名
STU12758,陈玉,私教课程,私教包月套餐,38,86,3268,2026-02-01,广州,微信支付,已结课
STU12759,盛楠,考级课程,三级考级集训班,22,80,1760,2026-02-03,西安,支付宝,已退费
STU12760,李桂珍,私教课程,一对二私教课,45,211,9495,2025-11-11,深圳,微信支付,已结课
STU12761,刘杨,集训课程,暑期集训营,2,2984,5968,2025-12-16,武汉,分期,已结课
STU12762,陈桂芝,少儿游泳,少儿蝶泳精英班,50,176,8800,2025-11-09,深圳,微信支付,已开课
STU12763,陈波,集训课程,暑期集训营,1,2277,2277,2025-11-04,重庆,支付宝,已退费
STU12764,薛亮,集训课程,暑期集训营,2,1503,3006,2025-12-24,北京,微信支付,已结课
STU12765,朱建国,考级课程,一级考级冲刺班,36,241,8676,2025-12-24,北京,支付宝,已报名
STU12766,王帅,集训课程,暑期集训营,3,2811,8433,2025-09-17,武汉,支付宝,已结课
STU12767,何欢,考级课程,一级考级冲刺班,48,186,8928,2026-02-14,杭州,银行卡,已结课
STU12768,陈秀芳,私教课程,一对一私教课,11,197,2167,2026-01-08,重庆,银行卡,已退费
STU12769,曾静,成人游泳,成人减脂游泳班,50,150,7500,2026-01-17,北京,现金,已退费
STU12770,刘玉兰,集训课程,暑期集训营,3,2728,8184,2025-12-08,上海,支付宝,已结课
STU12771,刘芳,亲子游泳,亲子水上游戏课,18,83,1494,2026-01-14,广州,微信支付,已开课
STU12772,王楠,少儿游泳,少儿蝶泳精英班,13,242,3146,2025-10-15,成都,支付宝,已结课
STU12773,李成,私教课程,一对三私教课,27,135,3645,2026-01-31,成都,支付宝,已结课
STU12774,余凤英,私教课程,私教包月套餐,10,100,1000,2025-11-15,广州,银行卡,已开课
STU12775,薛建,私教课程,一对二私教课,36,232,8352,2025-10-10,深圳,现金,已开课
STU12776,张桂英,少儿游泳,少儿自由泳提高班,45,148,6660,2025-12-13,北京,支付宝,已结课
STU12777,郭畅,集训课程,考前集中训练营,1,1770,1770,2025-11-15,深圳,现金,已开课
STU12778,许帅,集训课程,国庆集训班,1,2220,2220,2026-02-26,成都,银行卡,已结课
STU12779,张璐,少儿游泳,少儿蝶泳精英班,33,151,4983,2025-11-02,成都,银行卡,已结课
STU12780,魏桂花,考级课程,一级考级冲刺班,17,170,2890,2026-01-24,武汉,现金,已开课
STU12781,苏丽,私教课程,一对三私教课,35,185,6475,2025-10-21,广州,支付宝,已结课
STU12782,余丽丽,亲子游泳,亲子水上游戏课,39,234,9126,2026-01-14,成都,银行卡,已结课
STU12783,苏杰,成人游泳,成人水中健身课,47,159,7473,2026-01-03,广州,支付宝,已结课
STU12784,孙鑫,私教课程,一对二私教课,48,214,10272,2025-10-13,成都,分期,已结课
STU12785,李凤兰,少儿游泳,少儿蝶泳精英班,36,181,6516,2026-01-24,重庆,现金,已开课
STU12786,冯阳,私教课程,私教包月套餐,49,231,11319,2026-02-01,广州,分期,已退费
STU12787,王莹,考级课程,一级考级冲刺班,23,162,3726,2026-01-01,成都,分期,已结课
STU12788,赵莹,集训课程,考前集中训练营,2,2751,5502,2025-12-21,北京,银行卡,已报名
STU12789,贾彬,私教课程,一对二私教课,13,213,2769,2025-11-04,重庆,支付宝,已报名
STU12790,马慧,成人游泳,成人自由泳速成班,48,101,4848,2025-10-03,成都,微信支付,已报名
STU12791,李俊,少儿游泳,少儿仰泳专项班,29,92,2668,2026-02-16,武汉,现金,已报名
STU12792,沈建华,考级课程,等级考试预备班,29,246,7134,2025-09-09,杭州,分期,已报名
STU12793,刘峰,私教课程,一对一私教课,11,132,1452,2026-01-26,武汉,银行卡,已开课
STU12794,党建,集训课程,考前集中训练营,1,1567,1567,2026-01-17,成都,银行卡,已结课
STU12795,李柳,亲子游泳,亲子技能提升班,20,250,5000,2025-10-05,杭州,微信支付,已开课
STU12796,刘明,集训课程,寒假集训营,1,2562,2562,2025-11-26,深圳,微信支付,已结课
STU12797,费冬梅,亲子游泳,亲子水上游戏课,37,235,8695,2025-09-27,重庆,银行卡,已结课
STU12798,袁丹,考级课程,三级考级集训班,18,225,4050,2026-01-18,北京,银行卡,已结课
STU12799,胡秀兰,成人游泳,成人蛙泳入门班,15,201,3015,2025-11-02,北京,现金,已结课
STU12800,尧佳,亲子游泳,亲子启蒙班,43,190,8170,2026-01-01,广州,银行卡,已结课
STU12801,张丹,少儿游泳,少儿仰泳专项班,25,158,3950,2025-10-01,广州,银行卡,已开课
STU12802,江淑兰,少儿游泳,少儿自由泳提高班,40,249,9960,2025-12-13,上海,微信支付,已报名
STU12803,马桂香,亲子游泳,亲子水上游戏课,22,244,5368,2026-01-06,南京,微信支付,已开课
STU12804,胡玉兰,少儿游泳,少儿自由泳提高班,12,117,1404,2026-02-07,重庆,分期,已结课
STU12805,雷玉英,考级课程,一级考级冲刺班,43,203,8729,2025-12-27,北京,支付宝,已开课
STU12806,张晨,成人游泳,成人水中健身课,29,150,4350,2025-11-13,西安,分期,已报名
STU12807,刘丽,私教课程,私教包月套餐,37,86,3182,2026-01-15,成都,支付宝,已结课
STU12808,刘丽娟,私教课程,一对一私教课,10,200,2000,2025-09-20,重庆,微信支付,已结课
STU12809,刘敏,集训课程,暑期集训营,3,2641,7923,2025-12-01,上海,现金,已结课
STU12810,徐丹丹,集训课程,寒假集训营,3,2714,8142,2025-11-08,南京,现金,已开课
STU12811,田秀珍,私教课程,一对一私教课,48,98,4704,2025-11-30,西安,微信支付,已开课
STU12812,陈雷,考级课程,等级考试预备班,16,162,2592,2025-12-25,杭州,银行卡,已结课
STU12813,任桂芳,考级课程,三级考级集训班,33,143,4719,2025-09-30,成都,微信支付,已结课
STU12814,杨桂芝,亲子游泳,亲子启蒙班,13,152,1976,2025-09-04,杭州,银行卡,已结课
STU12815,方霞,少儿游泳,少儿仰泳专项班,11,143,1573,2026-01-18,广州,支付宝,已报名
STU12816,杨颖,考级课程,等级考试预备班,23,230,5290,2025-10-12,北京,支付宝,已结课
STU12817,马欢,考级课程,三级考级集训班,27,240,6480,2025-09-06,武汉,分期,已结课
STU12818,田俊,成人游泳,成人减脂游泳班,30,120,3600,2025-11-26,上海,现金,已开课
STU12819,杨霞,亲子游泳,亲子互动班,23,140,3220,2025-12-16,广州,支付宝,已报名
STU12820,王雪梅,成人游泳,成人减脂游泳班,29,147,4263,2026-01-07,西安,微信支付,已结课
STU12821,耿东,亲子游泳,亲子水上游戏课,12,209,2508,2026-02-02,西安,现金,已退费
STU12822,侯萍,少儿游泳,少儿自由泳提高班,12,110,1320,2026-02-05,上海,分期,已结课
STU12823,张淑华,集训课程,国庆集训班,1,1661,1661,2025-10-08,成都,现金,已报名
STU12824,李玉兰,私教课程,一对三私教课,45,166,7470,2025-11-27,广州,现金,已开课
STU12825,严金凤,集训课程,暑期集训营,1,2716,2716,2025-09-09,杭州,现金,已结课
STU12826,林凤英,集训课程,寒假集训营,1,1537,1537,2026-02-01,武汉,微信支付,已结课
STU12827,孙成,私教课程,一对三私教课,27,155,4185,2026-02-26,北京,分期,已结课
STU12828,杨利,集训课程,寒假集训营,3,3333,9999,2025-12-23,上海,银行卡,已开课
STU12829,张玉梅,少儿游泳,少儿仰泳专项班,25,227,5675,2026-01-03,成都,现金,已报名
STU12830,朱宇,亲子游泳,亲子互动班,25,163,4075,2026-01-26,成都,微信支付,已开课
STU12831,罗秀荣,少儿游泳,少儿自由泳提高班,34,98,3332,2025-11-17,北京,支付宝,已开课
STU12832,祝英,考级课程,三级考级集训班,10,135,1350,2026-01-11,成都,微信支付,已开课
STU12833,刁玉梅,少儿游泳,少儿蝶泳精英班,25,90,2250,2025-11-01,成都,微信支付,已开课
STU12834,周云,成人游泳,成人蛙泳入门班,50,189,9450,2025-09-03,重庆,分期,已结课
STU12835,曹辉,少儿游泳,少儿自由泳提高班,47,91,4277,2025-10-13,北京,支付宝,已结课
STU12836,鞠佳,成人游泳,成人水中健身课,18,85,1530,2025-11-26,广州,支付宝,已结课
STU12837,胡楠,亲子游泳,亲子技能提升班,46,199,9154,2025-12-03,深圳,微信支付,已结课
STU12838,郑淑兰,成人游泳,成人减脂游泳班,12,92,1104,2026-01-15,成都,微信支付,已报名
STU12839,马明,亲子游泳,亲子技能提升班,41,155,6355,2025-11-05,杭州,分期,已退费
STU12840,李军,少儿游泳,少儿仰泳专项班,28,222,6216,2025-11-12,杭州,银行卡,已开课
STU12841,陈金凤,少儿游泳,少儿蛙泳基础班,45,84,3780,2025-10-01,西安,分期,已开课
STU12842,刘兰英,集训课程,国庆集训班,3,1932,5796,2025-11-12,南京,现金,已退费
STU12843,李丽娟,成人游泳,成人自由泳速成班,48,174,8352,2026-01-05,重庆,现金,已报名
STU12844,许洋,集训课程,考前集中训练营,2,1524,3048,2025-12-14,上海,现金,已结课
STU12845,蔡桂荣,私教课程,私教包月套餐,11,194,2134,2026-02-11,广州,现金,已退费
STU12846,李淑英,亲子游泳,亲子启蒙班,18,130,2340,2025-09-17,南京,分期,已开课
STU12847,麻璐,少儿游泳,少儿仰泳专项班,22,81,1782,2026-02-21,上海,现金,已结课
STU12848,王丹,少儿游泳,少儿仰泳专项班,37,93,3441,2025-12-22,重庆,微信支付,已开课
STU12849,王琳,成人游泳,成人水中健身课,29,99,2871,2026-01-30,南京,银行卡,已结课
STU12850,张勇,私教课程,一对一私教课,34,147,4998,2025-12-03,深圳,微信支付,已结课
STU12851,刘海燕,私教课程,私教包月套餐,47,93,4371,2025-12-27,上海,分期,已退费
STU12852,何荣,少儿游泳,少儿蝶泳精英班,37,156,5772,2025-12-13,重庆,支付宝,已结课
STU12853,侯伟,亲子游泳,亲子启蒙班,45,140,6300,2025-11-22,重庆,现金,已开课
STU12854,王超,集训课程,考前集中训练营,2,2620,5240,2025-12-05,武汉,微信支付,已结课
STU12855,薛秀荣,成人游泳,成人减脂游泳班,40,102,4080,2025-11-02,北京,微信支付,已结课
STU12856,王雪梅,成人游泳,成人蛙泳入门班,48,172,8256,2025-11-01,深圳,支付宝,已结课
STU12857,叶慧,成人游泳,成人减脂游泳班,23,114,2622,2025-12-13,杭州,银行卡,已报名
STU12858,张丹,考级课程,一级考级冲刺班,30,141,4230,2025-12-11,武汉,现金,已结课
STU12859,沈兵,考级课程,一级考级冲刺班,26,122,3172,2025-10-31,重庆,支付宝,已开课
STU12860,李亮,考级课程,二级考级专项班,19,91,1729,2026-02-23,广州,微信支付,已结课
STU12861,韦桂芝,私教课程,一对一私教课,14,188,2632,2025-10-29,广州,分期,已开课
STU12862,王婷婷,成人游泳,成人自由泳速成班,29,206,5974,2026-02-02,重庆,分期,已报名
STU12863,焦琴,考级课程,等级考试预备班,40,164,6560,2025-09-22,南京,银行卡,已结课
STU12864,房岩,成人游泳,成人减脂游泳班,13,193,2509,2026-01-24,重庆,分期,已报名
STU12865,张建华,考级课程,一级考级冲刺班,17,87,1479,2025-11-12,深圳,支付宝,已结课
STU12866,李凤英,成人游泳,成人减脂游泳班,50,118,5900,2026-01-05,武汉,现金,已结课
STU12867,谢桂芳,成人游泳,成人蛙泳入门班,36,209,7524,2025-09-09,成都,现金,已退费
STU12868,易飞,集训课程,考前集中训练营,1,3395,3395,2025-09-01,深圳,分期,已开课
STU12869,颜玉华,成人游泳,成人减脂游泳班,12,165,1980,2025-10-14,重庆,分期,已结课
STU12870,黄兰英,成人游泳,成人水中健身课,15,89,1335,2025-11-16,北京,支付宝,已结课
STU12871,王勇,私教课程,一对一私教课,37,201,7437,2025-12-03,西安,支付宝,已结课
STU12872,宋志强,亲子游泳,亲子互动班,33,225,7425,2025-12-20,广州,微信支付,已结课
STU12873,宋秀梅,成人游泳,成人减脂游泳班,22,210,4620,2025-12-01,成都,银行卡,已退费
STU12874,胡晨,集训课程,暑期集训营,2,2674,5348,2025-11-20,重庆,现金,已结课
STU12875,张畅,成人游泳,成人蛙泳入门班,43,135,5805,2026-02-26,重庆,现金,已结课
STU12876,曹芳,考级课程,二级考级专项班,48,99,4752,2026-02-28,西安,现金,已报名
STU12877,赵成,集训课程,国庆集训班,2,1529,3058,2026-01-31,深圳,支付宝,已结课
STU12878,赵帆,亲子游泳,亲子技能提升班,23,112,2576,2025-10-27,重庆,银行卡,已结课
STU12879,邹强,少儿游泳,少儿自由泳提高班,16,120,1920,2026-01-28,西安,微信支付,已结课
STU12880,刘想,少儿游泳,少儿仰泳专项班,49,153,7497,2025-11-26,深圳,银行卡,已报名
STU12881,卓冬梅,集训课程,暑期集训营,1,2902,2902,2026-02-26,广州,支付宝,已退费
STU12882,史华,考级课程,二级考级专项班,41,156,6396,2026-02-11,广州,银行卡,已开课
STU12883,宋宁,亲子游泳,亲子水上游戏课,14,211,2954,2026-01-13,广州,支付宝,已开课
STU12884,易秀梅,考级课程,三级考级集训班,13,164,2132,2025-11-14,上海,现金,已结课
STU12885,林英,亲子游泳,亲子启蒙班,22,145,3190,2025-12-04,成都,银行卡,已结课
STU12886,张红,考级课程,二级考级专项班,35,86,3010,2025-11-23,西安,现金,已结课
STU12887,胡欢,考级课程,二级考级专项班,46,179,8234,2026-02-21,西安,支付宝,已退费
STU12888,刘秀芳,考级课程,三级考级集训班,19,131,2489,2025-10-01,北京,分期,已报名
STU12889,邵秀芳,成人游泳,成人减脂游泳班,15,178,2670,2025-09-02,上海,现金,已开课
STU12890,王倩,私教课程,私教包月套餐,42,184,7728,2025-11-24,武汉,分期,已退费
STU12891,海云,私教课程,一对三私教课,32,206,6592,2025-10-15,杭州,现金,已结课
STU12892,吕淑英,少儿游泳,少儿蛙泳基础班,13,178,2314,2025-11-26,西安,现金,已结课
STU12893,杨佳,成人游泳,成人水中健身课,13,171,2223,2025-11-30,杭州,银行卡,已报名
STU12894,左建军,成人游泳,成人水中健身课,29,146,4234,2026-01-29,重庆,现金,已退费
STU12895,尤华,少儿游泳,少儿自由泳提高班,22,131,2882,2026-01-15,成都,微信支付,已结课
STU12896,毛坤,成人游泳,成人水中健身课,40,90,3600,2025-12-25,北京,支付宝,已结课
STU12897,李桂花,少儿游泳,少儿仰泳专项班,27,119,3213,2026-01-10,成都,微信支付,已开课
STU12898,张丽华,集训课程,国庆集训班,3,1599,4797,2026-01-15,深圳,微信支付,已退费
